,name,method,bar,kind,bands,link,paper_name,cr,err_cr_l,err_cr_r,cr_l,cr_r,err_range,altname,r25,r25_NED
1028,NGC4450,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),52.3,4.4,4.4,47.9,56.7,8.8,NGC 4450,163.72735832738132,157.45
1029,NGC4457,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),39.9,2.8,2.8,37.1,42.7,5.6,NGC 4457,83.77631523712013,80.75
1030,NGC4548,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),95.2,11.9,11.9,83.3,107.1,23.8,MESSIER 091,166.38771388737322,161.1
1031,NGC4579,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),71.1,8.4,8.4,62.7,79.5,16.8,MESSIER 058,150.35617008818167,176.65
1032,NGC4643,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),69.1,4.6,4.6,64.5,73.69999999999999,9.2,NGC 4643,67.1616341570502,92.7
1033,NGC4665,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),55.2,11.8,11.8,43.400000000000006,67.0,23.6,NGC 4665,135.5567833124767,114.05
1034,NGC4902,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),44.3,4.4,4.4,39.9,48.7,8.8,NGC 4902,80.00575993564439,90.6
1035,NGC4930,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),46.6,3.9,3.9,42.7,50.5,7.8,NGC 4930,126.50895102857469,134.0
1036,NGC4995,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),64.2,5.5,5.5,58.7,69.7,11.0,NGC 4995,72.79830285247247,73.65
1037,NGC5701,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),64.6,10.8,10.8,53.8,75.39999999999999,21.6,NGC 5701,59.85786944906639,127.95
1038,NGC5850,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),105.1,11.7,11.7,93.4,116.8,23.4,NGC 5850,100.48963174734828,127.95
1039,NGC5921,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),71.4,7.1,7.1,64.30000000000001,78.5,14.2,NGC 5921,90.59855161206048,146.95
1040,NGC6384,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),72.5,8.1,8.1,64.4,80.6,16.2,NGC 6384,73.64126747055089,185.0
1041,NGC6782,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),37.1,2.6,2.6,34.5,39.7,5.2,NGC 6782,72.63087140208532,65.65
1042,NGC7552,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),65.0,5.9,5.9,59.1,70.9,11.8,NGC 7552,115.37753461360606,101.65
1043,NGC7723,model,False,stellar,H-band,https://arxiv.org/pdf/0806.0471.pdf,Rautiainen & Laurikainen (2008),33.5,4.2,4.2,29.3,37.7,8.4,NGC 7723,93.99857172946756,104.0
1044,UGC11058,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),25.284073023837617,0.0,0.0,25.284073023837617,25.284073023837617,0.0,UGC 11058,39.365996970576106,44.35
1045,UGC11058,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),11.976666169186242,0.0,0.0,11.976666169186242,11.976666169186242,0.0,UGC 11058,39.365996970576106,44.35
1046,UGC10005,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),14.788797429037098,0.0,0.0,14.788797429037098,14.788797429037098,0.0,UGC 10005,23.394903315697764,38.65
1047,UGC10005,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),29.18841597836269,0.0,0.0,29.18841597836269,29.18841597836269,0.0,UGC 10005,23.394903315697764,38.65
1048,UGC10005,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),33.46938365518922,0.0,0.0,33.46938365518922,33.46938365518922,0.0,UGC 10005,23.394903315697764,38.65
1049,UGC9734,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),27.50197416627952,0.0,0.0,27.50197416627952,27.50197416627952,0.0,UGC 09734,34.68336726576296,39.55
1050,UGC6903,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),17.1887338539247,0.0,0.0,17.1887338539247,17.1887338539247,0.0,UGC 06903,64.13886268506697,78.9
1051,UGC6903,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),51.56620156177409,0.0,0.0,51.56620156177409,51.56620156177409,0.0,UGC 06903,64.13886268506697,78.9
1052,UGC4500,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),21.712084868115404,0.0,0.0,21.712084868115404,21.712084868115404,0.0,UGC 04500,29.724958346783023,44.35
1053,UGC1285,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),19.817599031583768,0.0,0.0,19.817599031583768,19.817599031583768,0.0,UGC 01285,33.27524445787203,37.75
1054,UGC1014,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),18.04817054662093,0.0,0.0,18.04817054662093,18.04817054662093,0.0,UGC 01014,35.004288511828875,35.25
1055,UGC1014,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),3.43774677078494,0.0,0.0,3.43774677078494,3.43774677078494,0.0,UGC 01014,35.004288511828875,35.25
1056,NGC7479,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),60.35155442044672,0.0,0.0,60.35155442044672,60.35155442044672,0.0,NGC 7479,109.42618407768236,122.2
1057,NGC7479,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),106.95212175775367,0.0,0.0,106.95212175775367,106.95212175775367,0.0,NGC 7479,109.42618407768236,122.2
1058,NGC5768,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),15.647674956676278,0.0,0.0,15.647674956676278,15.647674956676278,0.0,NGC 5768,38.29316426434032,55.85
1059,NGC5768,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),22.76025448243822,0.0,0.0,22.76025448243822,22.76025448243822,0.0,NGC 5768,38.29316426434032,55.85
1060,NGC3061,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),4.375314071908105,0.0,0.0,4.375314071908105,4.375314071908105,0.0,NGC 3061,47.32833809098045,49.8
1061,NGC3061,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),14.3760319505552,0.0,0.0,14.3760319505552,14.3760319505552,0.0,NGC 3061,47.32833809098045,49.8
1062,NGC3061,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),21.25152549212508,0.0,0.0,21.25152549212508,21.25152549212508,0.0,NGC 3061,47.32833809098045,49.8
1063,NGC3061,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),36.252602310095725,0.0,0.0,36.252602310095725,36.252602310095725,0.0,NGC 3061,47.32833809098045,49.8
1064,NGC864,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),21.83980301439844,0.0,0.0,21.83980301439844,21.83980301439844,0.0,NGC 0864,111.71751187637057,140.3
1065,NGC864,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),9.706579117510415,0.0,0.0,9.706579117510415,9.706579117510415,0.0,NGC 0864,111.71751187637057,140.3
1066,NGC575,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),5.970823338731737,0.0,0.0,5.970823338731737,5.970823338731737,0.0,NGC 0575,43.46315560634285,50.95
1067,NGC575,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),19.540876381303868,0.0,0.0,19.540876381303868,19.540876381303868,0.0,NGC 0575,43.46315560634285,50.95
1068,NGC575,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),25.511699720035605,0.0,0.0,25.511699720035605,25.511699720035605,0.0,NGC 0575,43.46315560634285,50.95
1069,IC5355,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),13.407212406061264,0.0,0.0,13.407212406061264,13.407212406061264,0.0,IC 5355,30.20795006555412,30.0
1070,IC5355,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),18.90760723931717,0.0,0.0,18.90760723931717,18.90760723931717,0.0,IC 5355,30.20795006555412,30.0
1071,IC35,bar-torque,False,both,"Halpha,r",https://arxiv.org/pdf/0707.4127.pdf,Verley et al. (2007),21.712084868115404,0.0,0.0,21.712084868115404,21.712084868115404,0.0,IC 0035,27.10948421166904,30.0
1072,PGC8974,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),60.0,4.800000000000001,4.800000000000001,55.2,64.8,9.6,NGC 0895,100.02792382897049,108.9
1073,PGC47404,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),143.1,11.09999999999999,11.09999999999999,132.0,154.2,22.19999999999998,MESSIER 051a,414.11,336.6
1074,PGC40614,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),50.4,0.6000000000000005,0.6000000000000005,49.8,51.0,1.200000000000001,NGC 4394,104.74209464357584,108.9
1075,PGC54445,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),94.2,8.4,8.4,85.79999999999998,102.6,16.8,NGC 5905,96.63206373850304,119.45
1076,PGC27077,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),153.0,16.8,16.8,136.2,169.8,33.6,NGC 2903,358.1964313392819,377.7
1077,PGC31982,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),26.1,0.9000000000000008,0.9000000000000008,25.2,27.000000000000004,1.8000000000000016,NGC 3346,79.0899415747614,86.5
1078,PGC31968,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),77.99999999999999,5.399999999999999,5.399999999999999,72.6,83.39999999999998,10.799999999999995,NGC 3344,200.965382824958,212.4
1079,PGC37229,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),32.7,3.3,3.3,29.399999999999995,35.99999999999999,6.6,NGC 3938,161.85318675453826,161.1
1080,PGC5139,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),29.1,2.7000000000000006,2.7000000000000006,26.4,31.8,5.400000000000001,NGC 0514,104.9835501085072,104.0
1081,PGC40153,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),116.7,8.100000000000001,8.100000000000001,108.6,124.8,16.200000000000003,MESSIER 100,182.86106917205072,222.4
1082,PGC34767,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),63.6,5.399999999999999,5.399999999999999,58.2,69.0,10.799999999999995,NGC 3631,111.4605687291518,150.35
1083,PGC37617,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),114.9,0.9000000000000008,0.9000000000000008,114.0,115.8,1.8000000000000016,MESSIER 109,211.89526627888856,227.55
1084,PGC8631,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),55.8,0.0,0.0,55.8,55.8,0.0,NGC 0864,111.71751187637057,140.3
1085,PGC32778,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),24.3,0.2999999999999986,0.2999999999999986,24.000000000000004,24.6,0.5999999999999972,NGC 3464,71.14121116984965,77.1
1086,PGC40001,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),78.30000000000001,1.500000000000001,1.500000000000001,76.80000000000001,79.80000000000001,3.0000000000000027,MESSIER 061,206.59568890328288,193.7
1087,PGC60459,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),93.0,13.8,13.8,79.2,106.8,27.6,NGC 6384,73.64126747055089,185.0
1088,PGC49514,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),44.7,2.100000000000002,2.100000000000002,42.6,46.8,4.200000000000004,NGC 5371,119.4321511660492,130.95
1089,PGC31428,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),43.2,4.2,4.2,38.99999999999999,47.4,8.4,NGC 3294,92.28290444222124,106.45
1090,PGC33166,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),75.6,11.999999999999996,11.999999999999996,63.6,87.6,24.0,NGC 3486,174.6309653312614,212.4
1091,PGC31883,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),57.6,2.999999999999999,2.999999999999999,54.6,60.6,5.999999999999998,NGC 3338,36.90806312437145,176.65
1092,PGC5974,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),88.8,4.200000000000004,4.200000000000004,84.6,93.0,8.400000000000007,MESSIER 074,296.56592839708173,314.15
1093,PGC30087,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),81.3,0.9000000000000008,0.9000000000000008,80.39999999999999,82.2,1.8000000000000016,NGC 3184,221.8815825174713,222.4
1094,PGC36875,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),36.3,2.7,2.7,33.599999999999994,39.0,5.399999999999999,NGC 3893,80.74604411780747,134.0
1095,PGC51795,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),24.6,0.5999999999999989,0.5999999999999989,24.000000000000004,25.2,1.1999999999999975,NGC 5660,79.0899415747614,82.65
1096,PGC48130,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),106.2,2.400000000000002,2.400000000000002,103.8,108.6,4.800000000000004,NGC 5248,122.21408334123385,185.0
1097,PGC41812,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),79.80000000000001,7.800000000000001,7.800000000000001,72.00000000000001,87.60000000000001,15.6,NGC 4535,244.41128520625188,212.4
1098,PGC42168,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),84.9,1.500000000000001,1.500000000000001,83.4,86.4,3.0000000000000027,MESSIER 058,150.35617008818167,176.65
1099,PGC49555,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),113.4,3.5999999999999965,3.5999999999999965,109.8,117.0,7.199999999999993,NGC 5364,114.05681889616837,202.8
1100,MESSIER033,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),208.2,14.4,14.4,193.8,222.6,28.8,MESSIER 033,1862.607102690192,2123.85
1101,MESSIER051a,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),143.1,11.09999999999999,11.09999999999999,132.0,154.2,22.19999999999998,MESSIER 051a,414.11,336.6
1102,MESSIER081,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),339.29999999999995,26.69999999999999,26.69999999999999,312.6,366.0,53.39999999999998,MESSIER 081,648.815557118106,807.45
1103,MESSIER083,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),188.1,41.7,41.7,146.39999999999998,229.8,83.4,MESSIER 083,408.43340473978486,386.45
1104,MESSIER095,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),48.6,2.999999999999999,2.999999999999999,45.6,51.6,5.999999999999998,MESSIER 095,216.83094108065103,222.4
1105,MESSIER099,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),109.8,13.199999999999992,13.199999999999992,96.60000000000002,123.0,26.399999999999984,MESSIER 099,151.0501826363714,161.1
1106,MESSIER101,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),170.99999999999997,18.000000000000004,18.000000000000004,152.99999999999997,189.0,36.00000000000001,MESSIER 101,719.6498757058469,865.2
1107,NGC0157,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),33.6,2.3999999999999986,2.3999999999999986,31.200000000000003,36.0,4.799999999999997,NGC 0157,110.94845393407986,125.05
1108,NGC0210,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),104.4,7.800000000000001,7.800000000000001,96.6,112.2,15.6,NGC 0210,149.32112549368082,150.35
1109,NGC0289,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),84.29999999999998,15.3,15.3,68.99999999999999,99.59999999999998,30.6,NGC 0289,100.7212842728864,153.85
1110,NGC0578,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),49.8,2.999999999999999,2.999999999999999,46.8,52.8,5.999999999999998,NGC 0578,144.5843392875382,146.95
1111,NGC0613,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),100.2,2.400000000000002,2.400000000000002,97.79999999999998,102.6,4.800000000000004,NGC 0613,161.48093475488653,164.85
1112,NGC0685,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),49.2,1.7999999999999985,1.7999999999999985,47.400000000000006,51.0,3.5999999999999965,NGC 0685,90.39018072558366,111.45
1113,NGC0753,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),24.9,2.1,2.1,22.8,27.000000000000004,4.2,NGC 0753,41.411527938086536,75.35
1114,NGC0925,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),165.0,6.000000000000005,6.000000000000005,159.0,171.0,12.00000000000001,NGC 0925,321.4557915712818,314.15
1115,NGC1042,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),34.2,3.6,3.6,30.6,37.8,7.199999999999999,NGC 1042,116.7135434982842,140.3
1116,NGC1073,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),63.6,4.799999999999997,4.799999999999997,58.8,68.4,9.599999999999994,NGC 1073,106.1992023250304,146.95
1117,NGC1084,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),24.6,0.0,0.0,24.6,24.6,0.0,NGC 1084,101.88758177712248,97.1
1118,NGC1187,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),49.8,1.7999999999999985,1.7999999999999985,48.00000000000001,51.6,3.5999999999999965,NGC 1187,124.7731831482066,164.85
1119,NGC1232,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),73.5,2.7000000000000024,2.7000000000000024,70.8,76.2,5.400000000000005,NGC 1232,203.7610897851553,222.4
1120,NGC1300,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),94.5,6.9,6.9,87.6,101.4,13.8,NGC 1300,178.2876475846718,185.0
1121,NGC1365,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),291.0,3.000000000000016,3.000000000000016,288.0,294.0,6.000000000000032,NGC 1365,360.6793303852239,336.6
1122,NGC1493,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),45.89999999999999,4.500000000000001,4.500000000000001,41.39999999999999,50.39999999999999,9.000000000000002,NGC 1493,103.54312180075688,104.0
1123,NGC1566,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),98.7,5.099999999999998,5.099999999999998,93.6,103.8,10.199999999999996,NGC 1566,216.83094108065103,249.55
1124,NGC1637,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),33.9,3.9,3.9,30.0,37.8,7.800000000000001,NGC 1637,95.30622211949311,119.45
1125,NGC2336,morph,False,stellar,optical,http://articles.adsabs.harvard.edu/pdf/1995ApJ...445..591E,Elmegreen & Elmegreen (1995),72.89999999999999,10.499999999999996,10.499999999999996,62.39999999999999,83.39999999999999,21.0,NGC 2336,150.35617008818167,212.4
