,name,method,bar,kind,bands,link,paper_name,cr,err_cr_l,err_cr_r,cr_l,cr_r,err_range,altname,r25,r25_NED
453,UGC11872,F-B,False,ISM,"Halpha, HI",,F-B works,5.80,2.10,2.10,3.70,7.90,4.20,NGC 7177,84.55,92.70
454,UGC11872,F-B,False,ISM,"Halpha, HI",,F-B works,19.90,2.80,2.80,17.10,22.70,5.60,NGC 7177,84.55,92.70
455,UGC11872,F-B,False,ISM,"Halpha, HI",,F-B works,30.80,2.40,2.40,28.40,33.20,4.80,NGC 7177,84.55,92.70
456,UGC11872,F-B,False,ISM,"Halpha, HI",,F-B works,57.90,2.10,2.10,55.80,60.00,4.20,NGC 7177,84.55,92.70
457,UGC11914,F-B,False,ISM,"Halpha, HI",,F-B works,17.00,5.80,5.80,11.20,22.80,11.60,NGC 7217,135.56,116.70
458,UGC11914,F-B,False,ISM,"Halpha, HI",,F-B works,31.40,4.10,4.10,27.30,35.50,8.20,NGC 7217,135.56,116.70
459,UGC11914,F-B,False,ISM,"Halpha, HI",,F-B works,48.80,2.20,2.20,46.60,51.00,4.40,NGC 7217,135.56,116.70
460,UGC11914,F-B,False,ISM,"Halpha, HI",,F-B works,67.40,2.10,2.10,65.30,69.50,4.20,NGC 7217,135.56,116.70
461,UGC11914,F-B,False,ISM,"Halpha, HI",,F-B works,78.50,4.10,4.10,74.40,82.60,8.20,NGC 7217,135.56,116.70
462,UGC12276,F-B,False,ISM,"Halpha, HI",,F-B works,13.80,1.30,1.30,12.50,15.10,2.60,NGC 7440,34.68,42.40
463,UGC12276,F-B,False,ISM,"Halpha, HI",,F-B works,21.80,1.30,1.30,20.50,23.10,2.60,NGC 7440,34.68,42.40
464,UGC12276,F-B,False,ISM,"Halpha, HI",,F-B works,27.40,1.30,1.30,26.10,28.70,2.60,NGC 7440,34.68,42.40
465,UGC12343,F-B,False,ISM,"Halpha, HI",,F-B works,12.70,2.50,2.50,10.20,15.20,5.00,NGC 7479,109.43,122.20
466,UGC12343,F-B,False,ISM,"Halpha, HI",,F-B works,36.30,3.90,3.90,32.40,40.20,7.80,NGC 7479,109.43,122.20
467,UGC12343,F-B,False,ISM,"Halpha, HI",,F-B works,52.40,3.30,3.30,49.10,55.70,6.60,NGC 7479,109.43,122.20
468,UGC12343,F-B,False,ISM,"Halpha, HI",,F-B works,75.10,3.90,3.90,71.20,79.00,7.80,NGC 7479,109.43,122.20
469,UGC12343,F-B,False,ISM,"Halpha, HI",,F-B works,91.10,4.30,4.30,86.80,95.40,8.60,NGC 7479,109.43,122.20
470,UGC12754,F-B,False,ISM,"Halpha, HI",,F-B works,28.60,1.40,1.40,27.20,30.00,2.80,NGC 7741,108.92,130.95
471,UGC12754,F-B,False,ISM,"Halpha, HI",,F-B works,46.50,1.40,1.40,45.10,47.90,2.80,NGC 7741,108.92,130.95
472,UGC12754,F-B,False,ISM,"Halpha, HI",,F-B works,69.60,7.30,7.30,62.30,76.90,14.60,NGC 7741,108.92,130.95
473,UGC12754,F-B,False,ISM,"Halpha, HI",,F-B works,83.70,1.40,1.40,82.30,85.10,2.80,NGC 7741,108.92,130.95
474,UGC12754,F-B,False,ISM,"Halpha, HI",,F-B works,95.40,3.90,3.90,91.50,99.30,7.80,NGC 7741,108.92,130.95
475,UGC12754,F-B,False,ISM,"Halpha, HI",,F-B works,106.30,1.70,1.70,104.60,108.00,3.40,NGC 7741,108.92,130.95
476,NGC2403,offset,False,both,"HI, 24mu",,Tamburro,218.40,23.40,23.40,195.00,241.80,46.80,NGC 2403,598.58,656.35
477,NGC2841,offset,False,both,"HI, 24mu",,Tamburro,154.56,5.52,5.52,149.04,160.08,11.04,NGC 2841,207.07,243.85
478,NGC3031,offset,False,both,"HI, 24mu",,Tamburro,500.94,349.32,349.32,151.62,850.26,698.64,MESSIER 081,648.82,807.45
479,NGC3184,offset,False,both,"HI, 24mu",,Tamburro,126.96,42.72,42.72,84.24,169.68,85.44,NGC 3184,221.88,222.40
480,NGC3351,offset,False,both,"HI, 24mu",,Tamburro,118.68,25.50,25.50,93.18,144.18,51.00,MESSIER 095,216.83,222.40
481,NGC3521,offset,False,both,"HI, 24mu",,Tamburro,132.00,12.96,12.96,119.04,144.96,25.92,NGC 3521,249.53,328.95
482,NGC3621,offset,False,both,"HI, 24mu",,Tamburro,134.40,48.00,48.00,86.40,182.40,96.00,NGC 3621,286.50,369.10
483,NGC3627,offset,False,both,"HI, 24mu",,Tamburro,171.00,28.50,28.50,142.50,199.50,57.00,MESSIER 066,308.40,273.60
484,NGC5055,offset,False,both,"HI, 24mu",,Tamburro,264.48,120.30,120.30,144.18,384.78,240.60,MESSIER 063,354.91,377.70
485,NGC5194,offset,False,both,"HI, 24mu",,Tamburro,125.10,63.90,63.90,61.20,189.00,127.80,MESSIER 051a,414.11,336.60
486,NGC628,offset,False,both,"HI, 24mu",,Tamburro,145.20,40.44,40.44,104.76,185.64,80.88,MESSIER 074,296.57,314.15
487,NGC6946,offset,False,both,"HI, 24mu",,Tamburro,176.46,50.34,50.34,126.12,226.80,100.68,NGC 6946,342.07,344.45
488,NGC7793,offset,False,both,"HI, 24mu",,Tamburro,174.00,72.84,72.84,101.16,246.84,145.68,NGC 7793,310.54,280.00
489,NGC925,offset,False,both,"HI, 24mu",,Tamburro,180.18,17.16,17.16,163.02,197.34,34.32,NGC 0925,321.46,314.15
490,NGC157,morph,False,ISM,HII,,Williams et al. (1975),77.35,0.00,0.00,77.35,77.35,0.00,NGC 0157,110.95,125.05
491,NGC224,morph,False,ISM,HII,,Williams et al. (1975),4185.08,0.00,0.00,4185.08,4185.08,0.00,MESSIER 031,5334.84,5716.40
492,NGC598,morph,False,ISM,HII,,Williams et al. (1975),813.60,0.00,0.00,813.60,813.60,0.00,MESSIER 033,1862.61,2123.85
493,NGC925,morph,False,ISM,HII,,Williams et al. (1975),233.56,0.00,0.00,233.56,233.56,0.00,NGC 0925,321.46,314.15
494,NGC972,morph,False,ISM,HII,,Williams et al. (1975),37.33,0.00,0.00,37.33,37.33,0.00,NGC 0972,99.34,99.35
495,NGC1084,morph,False,ISM,HII,,Williams et al. (1975),55.86,0.00,0.00,55.86,55.86,0.00,NGC 1084,101.89,97.10
496,NGC1832,morph,False,ISM,HII,,Williams et al. (1975),48.92,0.00,0.00,48.92,48.92,0.00,NGC 1832,74.15,77.10
497,NGC2403,morph,False,ISM,HII,,Williams et al. (1975),304.64,0.00,0.00,304.64,304.64,0.00,NGC 2403,598.58,656.35
498,NGC2903,morph,False,ISM,HII,,Williams et al. (1975),140.99,0.00,0.00,140.99,140.99,0.00,NGC 2903,358.20,377.70
499,NGC3031,morph,False,ISM,HII,,Williams et al. (1975),625.24,0.00,0.00,625.24,625.24,0.00,MESSIER 081,648.82,807.45
500,NGC3109,morph,False,ISM,HII,,Williams et al. (1975),562.54,0.00,0.00,562.54,562.54,0.00,NGC 3109,479.87,571.65
501,NGC3389,morph,False,ISM,HII,,Williams et al. (1975),35.75,0.00,0.00,35.75,35.75,0.00,NGC 3389,80.38,82.65
502,NGC3521,morph,False,ISM,HII,,Williams et al. (1975),177.15,0.00,0.00,177.15,177.15,0.00,NGC 3521,249.53,328.95
503,NGC3593,morph,False,ISM,HII,,Williams et al. (1975),35.36,0.00,0.00,35.36,35.36,0.00,NGC 3593,140.64,157.45
504,NGC4236,morph,False,ISM,HII,,Williams et al. (1975),609.27,0.00,0.00,609.27,609.27,0.00,NGC 4236,704.89,656.35
505,NGC4631,morph,False,ISM,HII,,Williams et al. (1975),342.21,0.00,0.00,342.21,342.21,0.00,NGC 4631,433.63,464.65
506,NGC5005,morph,False,ISM,HII,,Williams et al. (1975),114.59,0.00,0.00,114.59,114.59,0.00,NGC 5005,144.58,172.65
507,NGC5055,morph,False,ISM,HII,,Williams et al. (1975),186.49,0.00,0.00,186.49,186.49,0.00,MESSIER 063,354.91,377.70
508,NGC5194,morph,False,ISM,HII,,Williams et al. (1975),232.05,0.00,0.00,232.05,232.05,0.00,MESSIER 051a,414.11,336.60
509,NGC5457,morph,False,ISM,HII,,Williams et al. (1975),463.35,0.00,0.00,463.35,463.35,0.00,MESSIER 101,719.65,865.20
510,NGC6946,morph,False,ISM,HII,,Williams et al. (1975),251.19,0.00,0.00,251.19,251.19,0.00,NGC 6946,342.07,344.45
511,NGC7331,morph,False,ISM,HII,,Williams et al. (1975),148.97,0.00,0.00,148.97,148.97,0.00,NGC 7331,278.05,314.15
512,NGC7479,morph,False,ISM,HII,,Williams et al. (1975),91.41,0.00,0.00,91.41,91.41,0.00,NGC 7479,109.43,122.20
513,IC342,morph,False,ISM,HII,,Williams et al. (1975),572.96,0.00,0.00,572.96,572.96,0.00,IC 0342,593.09,641.40
514,M51,offset,False,ISM,HII,,Oey et al. (2003),300.80,0.00,0.00,300.80,300.80,0.00,MESSIER 051a,411.26,336.60
515,M100,offset,False,ISM,HII,,Oey et al. (2003),153.74,0.00,0.00,153.74,153.74,0.00,MESSIER 100,182.86,222.40
516,NGC157,offset,False,ISM,HII,,Oey et al. (2003),55.75,0.00,0.00,55.75,55.75,0.00,NGC 0157,110.95,125.05
517,NGC6951,offset,False,ISM,HII,,Oey et al. (2003),108.56,0.00,0.00,108.56,108.56,0.00,NGC 6951,95.75,116.70
518,NGC1068,T-W,False,ISM,CO,https://arxiv.org/pdf/astro-ph/0406426.pdf,Rand & Wallin (2004),34.30,0.00,0.00,34.30,34.30,0.00,MESSIER 077,,212.40
519,NGC1068,T-W,False,ISM,CO,https://arxiv.org/pdf/astro-ph/0406426.pdf,Rand & Wallin (2004),55.10,0.00,0.00,55.10,55.10,0.00,MESSIER 077,,212.40
520,NGC3627,T-W,False,ISM,CO,https://arxiv.org/pdf/astro-ph/0406426.pdf,Rand & Wallin (2004),163.00,0.00,0.00,163.00,163.00,0.00,MESSIER 066,308.40,273.60
521,NGC4321,T-W,False,ISM,CO,https://arxiv.org/pdf/astro-ph/0406426.pdf,Rand & Wallin (2004),117.00,0.00,0.00,117.00,117.00,0.00,MESSIER 100,182.86,222.40
522,NGC4736,T-W,False,ISM,CO,https://arxiv.org/pdf/astro-ph/0406426.pdf,Rand & Wallin (2004),45.30,0.00,0.00,45.30,45.30,0.00,MESSIER 094,232.34,336.60
523,IC342,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),344.00,79.00,26.00,265.00,370.00,105.00,IC 0342,593.09,641.40
524,NGC2403,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),390.00,32.00,0.00,358.00,390.00,32.00,NGC 2403,598.58,656.35
525,NGC4294,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),29.00,6.00,4.00,23.00,33.00,10.00,NGC 4294,80.56,97.10
526,NGC4519,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),68.00,0.00,100.00,68.00,168.00,100.00,NGC 4519,70.00,94.85
527,NGC5371,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),93.00,16.00,0.00,77.00,93.00,16.00,NGC 5371,119.43,130.95
528,NGC5921,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),65.00,8.00,4.00,57.00,69.00,12.00,NGC 5921,90.60,146.95
529,NGC5964,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),55.00,13.00,38.00,42.00,93.00,51.00,NGC 5964,102.59,125.05
530,NGC6946,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),254.00,63.00,0.00,191.00,254.00,63.00,NGC 6946,342.07,344.45
531,NGC7479,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),94.00,25.00,6.00,69.00,100.00,31.00,NGC 7479,109.43,122.20
532,NGC7741,T-W,False,ISM,Halpha,https://arxiv.org/pdf/0909.1816.pdf,Fathi et al. (2009),109.00,17.00,0.00,92.00,109.00,17.00,NGC 7741,108.92,130.95
533,NGC3938,T-W,False,ISM,"CO,HI",https://arxiv.org/pdf/0907.3443.pdf,Meidt et al. (2009) TWR,45.63,9.13,12.78,36.51,58.41,21.90,NGC 3938,161.85,161.10
534,NGC3938,T-W,False,ISM,"CO,HI",https://arxiv.org/pdf/0907.3443.pdf,Meidt et al. (2009) TWR,255.55,0.00,0.00,255.55,255.55,0.00,NGC 3938,161.85,161.10
535,NGC3344,T-W,False,ISM,"CO,HI",https://arxiv.org/pdf/0907.3443.pdf,Meidt et al. (2009) TWR,119.57,12.85,12.85,106.72,132.43,25.71,NGC 3344,200.97,212.40
536,M101,T-W,False,ISM,"CO,HI",https://arxiv.org/pdf/0907.3443.pdf,Meidt et al. (2009) TWR,111.49,27.87,27.87,83.62,139.37,55.75,MESSIER 101,719.65,865.20
537,M101,T-W,False,ISM,"CO,HI",https://arxiv.org/pdf/0907.3443.pdf,Meidt et al. (2009) TWR,292.67,13.94,13.94,278.74,306.61,27.87,MESSIER 101,719.65,865.20
538,IC 342,T-W,False,ISM,"CO,HI",https://arxiv.org/pdf/0907.3443.pdf,Meidt et al. (2009) TWR,536.29,103.13,103.13,433.16,639.42,206.26,IC 0342,593.09,641.40
539,IC 342,T-W,False,ISM,"CO,HI",https://arxiv.org/pdf/0907.3443.pdf,Meidt et al. (2009) TWR,1340.72,412.53,1031.32,928.19,2372.05,1443.85,IC 0342,593.09,641.40
540,ESO139-G09,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),15.00,3.17,5.31,11.83,20.31,8.48,ESO 139- G 009,32.59,30.00
541,ESO281-G31,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),19.90,3.98,11.94,15.92,31.84,15.92,ESO 281- G 031,34.68,33.00
542,IC874,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),29.68,7.52,14.45,22.15,44.13,21.97,IC 0874,38.83,36.90
543,NGC271,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),40.50,14.73,27.61,25.78,68.12,42.34,NGC 0271,71.47,64.15
544,NGC936,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),55.09,12.00,12.00,43.09,67.08,23.99,NGC 0936,133.70,140.30
545,NGC1023,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),72.43,8.13,8.13,64.30,80.56,16.26,NGC 1023,221.88,261.30
546,NGC1308,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),8.97,2.31,4.54,6.66,13.51,6.85,NGC 1308,34.37,35.25
547,NGC1358,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),23.26,7.08,19.23,16.17,42.49,26.31,NGC 1358,63.84,77.10
548,NGC1440,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),38.10,7.01,10.65,31.09,48.75,17.66,NGC 1440,78.55,64.15
549,NGC2523,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),44.32,0.00,0.00,44.32,44.32,0.00,NGC 2523,83.58,88.55
550,NGC2950,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),39.54,7.55,10.66,31.99,50.20,18.21,NGC 2950,78.55,80.75
551,NGC3412,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),62.23,13.08,22.98,49.14,85.20,36.06,NGC 3412,118.88,108.90
552,NGC3992,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),46.25,3.12,3.12,43.13,49.36,6.23,MESSIER 109,211.90,227.55
553,NGC4245,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),55.69,0.00,0.00,55.69,55.69,0.00,NGC 4245,76.58,86.50
554,NGC4264,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),16.92,1.02,1.02,15.89,17.94,2.05,NGC 4264,25.77,29.30
555,NGC4431,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),17.87,4.15,6.06,13.72,23.93,10.21,NGC 4431,45.93,52.15
556,NGC4596,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),61.81,12.65,16.17,49.16,77.99,28.83,NGC 4596,117.79,119.45
557,NGC7079,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),28.39,1.23,1.29,27.16,29.68,2.52,NGC 7079,69.04,64.15
558,IC1528,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),6.07,1.90,1.90,4.17,7.98,3.80,IC 1528,,71.95
559,IC1683,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),19.24,8.27,8.27,10.97,27.50,16.53,IC 1683,39.46,39.55
560,IC5309,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),4.33,3.50,3.50,0.83,7.83,7.00,IC 5309,38.56,40.45
561,PGC001841,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),19.48,8.71,8.71,10.77,28.19,17.42,MCG -02-02-030,55.99,58.50
562,NGC36,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.21,3.79,5.23,8.43,17.44,9.01,NGC 0036,64.14,65.65
563,NGC192,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),41.20,6.41,6.41,34.79,47.61,12.82,NGC 0192,61.82,57.15
564,NGC364,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),7.53,3.24,3.24,4.30,10.77,6.47,NGC 0364,42.08,42.40
565,NGC551,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.94,6.84,6.84,6.10,19.79,13.69,NGC 0551,44.58,54.60
566,NGC1645,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.49,3.92,6.93,8.57,19.42,10.85,NGC 1645,65.48,68.75
567,NGC2449,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),17.75,3.01,3.01,14.74,20.76,6.02,NGC 2449,43.06,40.45
568,NGC2553,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.00,2.77,2.77,9.24,14.77,5.53,NGC 2553,33.20,26.15
569,NGC2880,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),10.56,3.45,3.45,7.10,14.01,6.91,NGC 2880,70.00,61.25
570,NGC3300,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),28.29,7.05,9.46,21.24,37.75,16.51,NGC 3300,45.83,57.15
571,NGC3994,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),9.17,3.23,3.23,5.94,12.41,6.47,NGC 3994,25.48,31.40
572,NGC5205,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),11.85,2.64,3.12,9.21,14.97,5.77,NGC 5205,47.55,94.85
573,NGC5378,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),19.65,7.97,13.08,11.68,32.73,21.05,NGC 5378,60.97,77.10
574,NGC5406,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),11.24,3.06,4.90,8.18,16.14,7.96,NGC 5406,50.83,58.50
575,NGC5947,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),5.91,2.35,2.44,3.57,8.35,4.79,NGC 5947,35.00,35.25
576,NGC5971,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),17.88,8.61,8.61,9.27,26.50,17.22,NGC 5971,37.59,47.55
577,NGC6278,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),16.34,5.68,5.68,10.66,22.02,11.36,NGC 6278,51.78,61.25
578,NGC6427,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),23.33,15.99,15.99,7.34,39.33,31.99,NGC 6427,46.36,47.55
579,NGC6497,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),11.30,3.28,4.30,8.01,15.59,7.58,NGC 6497,43.56,43.35
580,NGC6941,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),10.37,3.59,7.17,6.78,17.54,10.76,NGC 6941,51.78,59.85
581,NGC6945,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),11.89,2.27,2.65,9.62,14.53,4.92,NGC 6945,47.55,48.65
582,NGC7321,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),11.48,3.89,5.26,7.59,16.73,9.14,NGC 7321,42.18,48.65
583,NGC7563,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),41.89,14.59,18.09,27.30,59.98,32.67,NGC 7563,45.93,58.50
584,NGC7591,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.86,4.19,6.44,8.66,19.30,10.64,NGC 7591,48.21,58.50
585,UGC3253,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),11.78,2.67,3.15,9.11,14.93,5.82,UGC 03253,41.22,49.80
586,UGC3944,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),8.91,43.31,43.31,-34.40,52.21,86.61,UGC 03944,20.75,53.35
587,UGC8231,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),14.03,31.84,31.84,-17.82,45.87,63.69,UGC 08231,44.48,47.55
588,UGC12185,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),21.24,8.95,12.09,12.29,33.33,21.04,UGC 12185,41.89,45.40
589,J134145.21+270016.9,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),11.41,1.70,1.92,9.71,13.33,3.63,CGCG 161-122,26.49,24.95
590,J172452.14+280441.8,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),9.89,1.16,1.26,8.73,11.15,2.42,UGC 10842,29.66,34.45
591,J172817.97+564629.2,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),3.20,0.83,1.55,2.37,4.75,2.38,WISEA J172818.01+564629.6,,14.24
592,J171901.32+571024.6,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),13.60,3.61,8.65,9.99,22.25,12.26,WISEA J171901.32+571024.6,,21.29
593,J172956.64+582350.6,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),9.97,4.39,5.32,5.58,15.29,9.71,,,
594,J170107.08+644036.6,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),8.49,1.13,1.24,7.35,9.73,2.37,KAZ 444,18.54,20.36
595,J031947.01+003504.4,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),9.53,2.86,7.79,6.67,17.33,10.66,CGCG 390-059,26.98,26.15
596,J032427.59-000510.8,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),32.16,7.94,20.06,24.22,52.22,28.00,CGCG 390-083,28.85,28.59
597,J032246.99+000855.9,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),2.39,1.11,3.39,1.28,5.78,4.50,,,
598,J072819.02+431807.5,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),3.79,0.74,0.85,3.05,4.64,1.59,WISEA J072819.02+431807.5,,9.21
599,J073941.87+455445.4,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),19.16,3.58,5.47,15.58,24.63,9.05,WISEA J073941.88+455445.5,,27.39
600,J074809.26+433526.4,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),6.16,1.28,1.49,4.89,7.65,2.76,CGCG 206-027,18.97,20.71
601,J074743.27+412310.9,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),7.39,1.57,1.77,5.82,9.16,3.34,WISEA J074743.27+412310.9,,20.84
602,J075135.62+425248.4,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),11.32,2.76,7.40,8.57,18.73,10.16,,,
603,J083641.96+534338.0,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),21.87,9.37,43.21,12.50,65.08,52.58,CGCG 263-062,26.80,26.55
604,J084440.15+535703.9,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),9.29,4.75,6.95,4.54,16.24,11.70,,,
605,J084758.26+513603.6,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),2.91,0.54,0.76,2.38,3.67,1.29,WISEA J084758.29+513603.8,,11.21
606,J090641.10+412154.0,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),10.58,3.38,4.13,7.20,14.71,7.51,,,
